Nama_Bahan,Satuan,Harga_Rata_Rata,Bulan,Tahun
Ikan Asin Teri / kg,kg,75194,November,2023
Kacang Hijau / kg,kg,22505,November,2023
Kacang Tanah / kg,kg,28012,November,2023
Ketela Pohon / kg,kg,4706,November,2023
Kol/kubis (/kg),kg,7453,November,2023
Kentang / kg,kg,15214,November,2023
Tomat / kg,kg,6161,November,2023
Wortel / kg,kg,12450,November,2023
Buncis,kg,14637,November,2023
Telur Ayam Kampung,kg,42154,Mei,2022
Ikan Kembung / kg,kg,33034,November,2023
Ikan Tuna / kg,kg,39217,November,2023
Ikan Tongkol / kg,kg,32478,November,2023
Ikan Cakalang / kg,kg,34149,November,2023
Beras Premium / kg,kg,13910,Desember,2023
Beras Medium / kg,kg,11287,Desember,2023
Gula Kristal Putih / kg,kg,16403,Desember,2023
Minyak Goreng Curah / kg,kg,14964,Desember,2023
Minyak Goreng Kemasan Premium / liter,1 liter,19165,Desember,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,15947,Desember,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14553,Desember,2023
Daging Sapi Paha Belakang / kg,kg,116710,Desember,2023
Daging Ayam Ras / kg,kg,31800,Desember,2023
Telur Ayam Kampung,kg,42303,Juni,2022
Telur Ayam Ras / kg,kg,26007,Desember,2023
Telur Ayam Kampung,kg,42529,Juli,2022
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12224,Desember,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11958,Desember,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40216,Desember,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39299,Desember,2023
Jagung Pipilan Kering / kg,kg,7689,Desember,2023
Garam Beryodium  Bata / buah,Buah,1527,Desember,2023
Telur Ayam Kampung,kg,42877,Agustus,2022
Tepung Terigu / kg,kg,11399,Desember,2023
Kacang Kedelai Impor / kg,kg,13523,Desember,2023
Kacang Kedelai Lokal,kg,13622,Desember,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3136,Desember,2023
Cabe Merah Keriting / kg,kg,63459,Desember,2023
Cabe Merah Besar,kg,68218,Desember,2023
Cabe Rawit Merah / kg,kg,77966,Desember,2023
Bawang Merah,kg,27991,Desember,2023
Bawang Putih,kg,31967,Desember,2023
Ikan Asin Teri / kg,kg,75024,Desember,2023
Kacang Hijau / kg,kg,22290,Desember,2023
Kacang Tanah / kg,kg,27996,Desember,2023
Ketela Pohon / kg,kg,4713,Desember,2023
Kol/kubis (/kg),kg,8470,Desember,2023
Kentang / kg,kg,15222,Desember,2023
Tomat / kg,kg,9704,Desember,2023
Wortel / kg,kg,12098,Desember,2023
Buncis,kg,14261,Desember,2023
Telur Ayam Kampung,kg,43065,September,2022
Ikan Kembung / kg,kg,33081,Desember,2023
Ikan Tuna / kg,kg,39213,Desember,2023
Ikan Tongkol / kg,kg,32340,Desember,2023
Ikan Cakalang / kg,kg,33743,Desember,2023
Beras Premium / kg,kg,13880,Januari,2024
Beras Medium / kg,kg,11327,Januari,2024
Gula Kristal Putih / kg,kg,16194,Januari,2024
Minyak Goreng Curah / kg,kg,15045,Januari,2024
Minyak Goreng Kemasan Premium / liter,1 liter,19029,Januari,2024
Minyak Goreng Kemasan Sederhana / liter,1 Liter,15879,Januari,2024
Minyak Goreng MINYAKITA / liter,1 Liter,14556,Januari,2024
Daging Sapi Paha Belakang / kg,kg,116536,Januari,2024
Daging Ayam Ras / kg,kg,31681,Januari,2024
Telur Ayam Kampung,kg,42960,Oktober,2022
Telur Ayam Ras / kg,kg,25446,Januari,2024
Telur Ayam Kampung,kg,43091,November,2022
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12215,Januari,2024
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,12026,Januari,2024
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40622,Januari,2024
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39531,Januari,2024
Jagung Pipilan Kering / kg,kg,8009,Januari,2024
Garam Beryodium  Bata / buah,Buah,1518,Januari,2024
Telur Ayam Kampung,kg,43312,Desember,2022
Tepung Terigu / kg,kg,11390,Januari,2024
Kacang Kedelai Impor / kg,kg,13638,Januari,2024
Kacang Kedelai Lokal,kg,13747,Januari,2024
Indomie Rasa Kari Ayam / bungkus,Bungkus,3110,Januari,2024
Cabe Merah Keriting / kg,kg,53373,Januari,2024
Cabe Merah Besar,kg,57264,Januari,2024
Cabe Rawit Merah / kg,kg,45561,Januari,2024
Bawang Merah,kg,31043,Januari,2024
Bawang Putih,kg,33702,Januari,2024
Ikan Asin Teri / kg,kg,73865,Januari,2024
Kacang Hijau / kg,kg,22226,Januari,2024
Kacang Tanah / kg,kg,28086,Januari,2024
Ketela Pohon / kg,kg,4771,Januari,2024
Kol/kubis (/kg),kg,8305,Januari,2024
Kentang / kg,kg,16534,Januari,2024
Tomat / kg,kg,16799,Januari,2024
Wortel / kg,kg,12329,Januari,2024
Buncis,kg,10681,Januari,2024
Telur Ayam Kampung,kg,42854,Januari,2023
Ikan Kembung / kg,kg,33107,Januari,2024
Ikan Tuna / kg,kg,39054,Januari,2024
Ikan Tongkol / kg,kg,31763,Januari,2024
Ikan Cakalang / kg,kg,33160,Januari,2024
Beras Premium / kg,kg,14775,Februari,2024
Beras Medium / kg,kg,11656,Februari,2024
Gula Kristal Putih / kg,kg,16433,Februari,2024
Minyak Goreng Curah / kg,kg,15354,Februari,2024
Minyak Goreng Kemasan Premium / liter,1 liter,19053,Februari,2024
Minyak Goreng Kemasan Sederhana / liter,1 Liter,15981,Februari,2024
Minyak Goreng MINYAKITA / liter,1 Liter,14666,Februari,2024
Daging Sapi Paha Belakang / kg,kg,116347,Februari,2024
Daging Ayam Ras / kg,kg,33259,Februari,2024
Telur Ayam Kampung,kg,42839,Februari,2023
Telur Ayam Ras / kg,kg,27111,Februari,2024
Telur Ayam Kampung,kg,43065,Maret,2023
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12259,Februari,2024
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,12067,Februari,2024
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40897,Februari,2024
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39800,Februari,2024
Jagung Pipilan Kering / kg,kg,8680,Februari,2024
Garam Beryodium  Bata / buah,Buah,1525,Februari,2024
Telur Ayam Kampung,kg,43091,April,2023
Tepung Terigu / kg,kg,11412,Februari,2024
Kacang Kedelai Impor / kg,kg,13594,Februari,2024
Kacang Kedelai Lokal,kg,13662,Februari,2024
Indomie Rasa Kari Ayam / bungkus,Bungkus,3120,Februari,2024
Cabe Merah Keriting / kg,kg,62574,Februari,2024
Cabe Merah Besar,kg,73484,Februari,2024
Cabe Rawit Merah / kg,kg,50068,Februari,2024
Bawang Merah,kg,26992,Februari,2024
Bawang Putih,kg,33286,Februari,2024
Ikan Asin Teri / kg,kg,74168,Februari,2024
Kacang Hijau / kg,kg,22134,Februari,2024
Kacang Tanah / kg,kg,28222,Februari,2024
Ketela Pohon / kg,kg,4913,Februari,2024
Kol/kubis (/kg),kg,7045,Februari,2024
Kentang / kg,kg,17278,Februari,2024
Tomat / kg,kg,18131,Februari,2024
Wortel / kg,kg,12964,Februari,2024
Buncis,kg,10125,Februari,2024
Telur Ayam Kampung,kg,43231,Mei,2023
Ikan Kembung / kg,kg,32841,Februari,2024
Ikan Tuna / kg,kg,38750,Februari,2024
Ikan Tongkol / kg,kg,31488,Februari,2024
Ikan Cakalang / kg,kg,33079,Februari,2024
Beras Premium / kg,kg,15175,Maret,2024
Beras Medium / kg,kg,11821,Maret,2024
Gula Kristal Putih / kg,kg,16768,Maret,2024
Minyak Goreng Curah / kg,kg,15905,Maret,2024
Minyak Goreng Kemasan Premium / liter,1 liter,19111,Maret,2024
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16223,Maret,2024
Minyak Goreng MINYAKITA / liter,1 Liter,14985,Maret,2024
Daging Sapi Paha Belakang / kg,kg,116890,Maret,2024
Daging Ayam Ras / kg,kg,37192,Maret,2024
Telur Ayam Kampung,kg,43463,Juni,2023
Telur Ayam Ras / kg,kg,30037,Maret,2024
Telur Ayam Kampung,kg,43762,Juli,2023
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12251,Maret,2024
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,12079,Maret,2024
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40856,Maret,2024
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39808,Maret,2024
Jagung Pipilan Kering / kg,kg,8717,Maret,2024
Garam Beryodium  Bata / buah,Buah,1524,Maret,2024
Telur Ayam Kampung,kg,43881,Agustus,2023
Tepung Terigu / kg,kg,11378,Maret,2024
Kacang Kedelai Impor / kg,kg,13538,Maret,2024
Kacang Kedelai Lokal,kg,13668,Maret,2024
Indomie Rasa Kari Ayam / bungkus,Bungkus,3128,Maret,2024
Cabe Merah Keriting / kg,kg,46347,Maret,2024
Cabe Merah Besar,kg,52021,Maret,2024
Cabe Rawit Merah / kg,kg,41196,Maret,2024
Bawang Merah,kg,27583,Maret,2024
Bawang Putih,kg,35149,Maret,2024
Ikan Asin Teri / kg,kg,74669,Maret,2024
Kacang Hijau / kg,kg,22035,Maret,2024
Kacang Tanah / kg,kg,28249,Maret,2024
Ketela Pohon / kg,kg,4987,Maret,2024
Kol/kubis (/kg),kg,7128,Maret,2024
Kentang / kg,kg,16061,Maret,2024
Tomat / kg,kg,18852,Maret,2024
Wortel / kg,kg,13126,Maret,2024
Buncis,kg,14138,Maret,2024
Telur Ayam Kampung,kg,43985,September,2023
Ikan Kembung / kg,kg,33046,Maret,2024
Ikan Tuna / kg,kg,38790,Maret,2024
Ikan Tongkol / kg,kg,31649,Maret,2024
Ikan Cakalang / kg,kg,33178,Maret,2024
Beras Premium / kg,kg,14810,April,2024
Beras Medium / kg,kg,11627,April,2024
Gula Kristal Putih / kg,kg,17030,April,2024
Minyak Goreng Curah / kg,kg,16291,April,2024
Minyak Goreng Kemasan Premium / liter,1 liter,19199,April,2024
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16466,April,2024
Minyak Goreng MINYAKITA / liter,1 Liter,15215,April,2024
Daging Sapi Paha Belakang / kg,kg,119345,April,2024
Daging Ayam Ras / kg,kg,37214,April,2024
Telur Ayam Kampung,kg,44161,Oktober,2023
Telur Ayam Ras / kg,kg,27139,April,2024
Telur Ayam Kampung,kg,44145,November,2023
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12280,April,2024
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,12128,April,2024
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40675,April,2024
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39810,April,2024
Jagung Pipilan Kering / kg,kg,8541,April,2024
Garam Beryodium  Bata / buah,Buah,1524,April,2024
Telur Ayam Kampung,kg,44168,Desember,2023
Tepung Terigu / kg,kg,11365,April,2024
Kacang Kedelai Impor / kg,kg,13538,April,2024
Kacang Kedelai Lokal,kg,13674,April,2024
Indomie Rasa Kari Ayam / bungkus,Bungkus,3130,April,2024
Cabe Merah Keriting / kg,kg,37079,April,2024
Cabe Merah Besar,kg,42314,April,2024
Cabe Rawit Merah / kg,kg,29859,April,2024
Bawang Merah,kg,41310,April,2024
Bawang Putih,kg,36675,April,2024
Ikan Asin Teri / kg,kg,74694,April,2024
Kacang Hijau / kg,kg,21972,April,2024
Kacang Tanah / kg,kg,28455,April,2024
Ketela Pohon / kg,kg,4990,April,2024
Kol/kubis (/kg),kg,8248,April,2024
Kentang / kg,kg,15615,April,2024
Tomat / kg,kg,24965,April,2024
Wortel / kg,kg,13116,April,2024
Buncis,kg,13271,April,2024
Telur Ayam Kampung,kg,44104,Januari,2024
Ikan Kembung / kg,kg,33130,April,2024
Ikan Tuna / kg,kg,38829,April,2024
Ikan Tongkol / kg,kg,31740,April,2024
Ikan Cakalang / kg,kg,32925,April,2024
Beras Premium / kg,kg,14406,Mei,2024
Beras Medium / kg,kg,11798,Mei,2024
Gula Kristal Putih / kg,kg,17197,Mei,2024
Minyak Goreng Curah / kg,kg,16246,Mei,2024
Minyak Goreng Kemasan Premium / liter,1 liter,19113,Mei,2024
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16462,Mei,2024
Minyak Goreng MINYAKITA / liter,1 Liter,15205,Mei,2024
Daging Sapi Paha Belakang / kg,kg,117957,Mei,2024
Daging Ayam Ras / kg,kg,35942,Mei,2024
Telur Ayam Kampung,kg,44046,Februari,2024
Telur Ayam Ras / kg,kg,28172,Mei,2024
Telur Ayam Kampung,kg,44472,Maret,2024
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12273,Mei,2024
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,12145,Mei,2024
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,41026,Mei,2024
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,40479,Mei,2024
Jagung Pipilan Kering / kg,kg,8325,Mei,2024
Garam Beryodium  Bata / buah,Buah,1540,Mei,2024
Telur Ayam Kampung,kg,44686,April,2024
Tepung Terigu / kg,kg,11325,Mei,2024
Kacang Kedelai Impor / kg,kg,13532,Mei,2024
Kacang Kedelai Lokal,kg,13779,Mei,2024
Indomie Rasa Kari Ayam / bungkus,Bungkus,3125,Mei,2024
Cabe Merah Keriting / kg,kg,40401,Mei,2024
Cabe Merah Besar,kg,45412,Mei,2024
Cabe Rawit Merah / kg,kg,23846,Mei,2024
Bawang Merah,kg,44405,Mei,2024
Bawang Putih,kg,37035,Mei,2024
Ikan Asin Teri / kg,kg,74880,Mei,2024
Kacang Hijau / kg,kg,21905,Mei,2024
Kacang Tanah / kg,kg,28325,Mei,2024
Ketela Pohon / kg,kg,4996,Mei,2024
Kol/kubis (/kg),kg,10914,Mei,2024
Kentang / kg,kg,15710,Mei,2024
Tomat / kg,kg,18753,Mei,2024
Wortel / kg,kg,12854,Mei,2024
Buncis,kg,12380,Mei,2024
Telur Ayam Kampung,kg,44805,Mei,2024
Ikan Kembung / kg,kg,33038,Mei,2024
Ikan Tuna / kg,kg,38818,Mei,2024
Ikan Tongkol / kg,kg,31240,Mei,2024
Ikan Cakalang / kg,kg,32640,Mei,2024
