Nama_Bahan,Satuan,Harga_Rata_Rata,Bulan,Tahun
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,11183,Desember,2019
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,25125,Desember,2019
Minyak Goreng Curah / kg (liter),kg,10674,Desember,2019
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,12823,Desember,2019
Daging Sapi Murni / kg,kg,108297,Desember,2019
Daging Ayam Kampung,kg,60955,Februari,2021
Daging Ayam Kampung,kg,60915,Maret,2021
Telur Ayam Ras (Petelur) / kg,kg,23726,Desember,2019
Daging Ayam Kampung,kg,62080,April,2021
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,10027,Desember,2019
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,9837,Desember,2019
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,38658,Desember,2019
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,37199,Desember,2019
Jagung Pipilan Kering / kg,kg,6496,Desember,2019
Garam Beryodium Bata / buah,Buah,1328,Desember,2019
Daging Ayam Kampung,kg,63343,Mei,2021
Tepung Terigu / kg,kg,8112,Desember,2019
Kacang Kedelai Eks Impor / kg,kg,8471,Desember,2019
Kacang Kedelai Lokal,kg,8627,Desember,2019
Indomie Rasa Kari Ayam / bungkus,Bungkus,2436,Desember,2019
Cabe Merah Besar Keriting / kg,kg,27751,Desember,2019
Cabe Merah Besar,kg,24662,Desember,2019
Cabe Rawit / kg,kg,30954,Desember,2019
Bawang Merah,kg,29225,Desember,2019
Bawang Putih,kg,25305,Desember,2019
Ikan Asin Teri / kg,kg,63889,Desember,2019
Kacang Hijau / kg,kg,17703,Desember,2019
Kacang Tanah / kg,kg,24038,Desember,2019
Ketela Pohon / kg,kg,4346,Desember,2019
Kol/kubis (/kg),kg,6071,Desember,2019
Kentang / kg,kg,12658,Desember,2019
Tomat / kg,kg,8755,Desember,2019
Wortel / kg,kg,9371,Desember,2019
Buncis,kg,13604,Desember,2019
Daging Ayam Kampung,kg,62485,Juni,2021
Ikan Kembung / kg,kg,28317,Desember,2019
ikan Tuna / kg,kg,34567,Desember,2019
Ikan Tongkol / kg,kg,27646,Desember,2019
Ikan Cakalang / kg,kg,28481,Desember,2019
Beras Bengawan,kg,11349,Januari,2020
Beras Mentik,kg,11013,Januari,2020
Beras IR 64,kg,9673,Januari,2020
Gula Pasir Dalam Negri,kg,12863,Januari,2020
Daging Ayam Kampung,kg,61795,Juli,2021
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,25265,Januari,2020
Tanpa Merk / Minyak Curah,kg,11507,Januari,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13082,Januari,2020
Daging Sapi Murni,kg,108394,Januari,2020
Daging Ayam Kampung,kg,61683,Agustus,2021
Daging Ayam Kampung,kg,61723,September,2021
Telur Ayam Ras / Petelur,kg,22299,Januari,2020
Daging Ayam Kampung,kg,62142,Oktober,2021
Susu Kental Manis Merk Bendera,397 gr/kl,10002,Januari,2020
Susu Kental Manis Merk Indomilk,390 gr/kl,9822,Januari,2020
Susu Bubuk Merk Bendera (Instant),400 gr/dos,38533,Januari,2020
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37247,Januari,2020
JAGUNG PIPILAN KERING,kg,6586,Januari,2020
Garam Beryodium Bata,Buah,1372,Januari,2020
Daging Ayam Kampung,kg,62139,November,2021
Tepung terigu Segitiga Biru,kg,8131,Januari,2020
KACANG Kedelai Eks Impor,kg,8480,Januari,2020
Kacang Kedelai Lokal,kg,8590,Januari,2020
Indomie Rasa Kari Ayam,Bungkus,2378,Januari,2020
Cabe Keriting,kg,48962,Januari,2020
Cabe Biasa,kg,53476,Januari,2020
Cabe Rawit,kg,59608,Januari,2020
Bawang Merah,kg,29456,Januari,2020
Bawang Putih,kg,28205,Januari,2020
IKAN ASIN TERI,kg,65043,Januari,2020
KACANG HIJAU,kg,17788,Januari,2020
KACANG TANAH,kg,23920,Januari,2020
KETELA POHON,kg,4389,Januari,2020
KOL/KUBIS,kg,6234,Januari,2020
KENTANG,kg,13986,Januari,2020
TOMAT,kg,8885,Januari,2020
WORTEL,kg,10260,Januari,2020
Buncis,kg,10177,Januari,2020
Daging Ayam Kampung,kg,61950,Desember,2021
Ikan Kembung,kg,28472,Januari,2020
Ikan Tuna,kg,35122,Januari,2020
ikan Tongkol,kg,27986,Januari,2020
ikan cakalang,kg,28842,Januari,2020
Beras Bengawan,kg,11420,Februari,2020
Beras Mentik,kg,11089,Februari,2020
Beras IR 64,kg,9812,Februari,2020
Gula Pasir Dalam Negri,kg,13600,Februari,2020
Daging Ayam Kampung,kg,61921,Januari,2022
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,25486,Februari,2020
Tanpa Merk / Minyak Curah,kg,11821,Februari,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13320,Februari,2020
Daging Sapi Murni,kg,108558,Februari,2020
Daging Ayam Kampung,kg,61424,Februari,2022
Daging Ayam Kampung,kg,62451,Maret,2022
Telur Ayam Ras / Petelur,kg,23277,Februari,2020
Daging Ayam Kampung,kg,64749,April,2022
Susu Kental Manis Merk Bendera,397 gr/kl,10004,Februari,2020
Susu Kental Manis Merk Indomilk,390 gr/kl,9807,Februari,2020
Susu Bubuk Merk Bendera (Instant),400 gr/dos,38840,Februari,2020
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37648,Februari,2020
JAGUNG PIPILAN KERING,kg,6741,Februari,2020
Garam Beryodium Bata,Buah,1496,Februari,2020
Daging Ayam Kampung,kg,67145,Mei,2022
Tepung terigu Segitiga Biru,kg,8164,Februari,2020
KACANG Kedelai Eks Impor,kg,8497,Februari,2020
Kacang Kedelai Lokal,kg,8648,Februari,2020
Indomie Rasa Kari Ayam,Bungkus,2383,Februari,2020
Cabe Keriting,kg,50992,Februari,2020
Cabe Biasa,kg,57806,Februari,2020
Cabe Rawit,kg,46106,Februari,2020
Bawang Merah,kg,26564,Februari,2020
Bawang Putih,kg,43014,Februari,2020
IKAN ASIN TERI,kg,65084,Februari,2020
KACANG HIJAU,kg,18176,Februari,2020
KACANG TANAH,kg,23741,Februari,2020
KETELA POHON,kg,4383,Februari,2020
KOL/KUBIS,kg,6270,Februari,2020
KENTANG,kg,14369,Februari,2020
TOMAT,kg,7748,Februari,2020
WORTEL,kg,11800,Februari,2020
Buncis,kg,9146,Februari,2020
Daging Ayam Kampung,kg,66146,Juni,2022
Ikan Kembung,kg,28473,Februari,2020
Ikan Tuna,kg,34944,Februari,2020
ikan Tongkol,kg,27909,Februari,2020
ikan cakalang,kg,28749,Februari,2020
Beras Bengawan,kg,11421,Maret,2020
Beras Mentik,kg,11079,Maret,2020
Beras IR 64,kg,9843,Maret,2020
Gula Pasir Dalam Negri,kg,16619,Maret,2020
Daging Ayam Kampung,kg,67399,Juli,2022
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,25464,Maret,2020
Tanpa Merk / Minyak Curah,kg,11615,Maret,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13341,Maret,2020
Daging Sapi Murni,kg,108508,Maret,2020
Daging Ayam Kampung,kg,66646,Agustus,2022
Daging Ayam Kampung,kg,66177,September,2022
Telur Ayam Ras / Petelur,kg,24383,Maret,2020
Daging Ayam Kampung,kg,64821,Oktober,2022
Susu Kental Manis Merk Bendera,397 gr/kl,10011,Maret,2020
Susu Kental Manis Merk Indomilk,390 gr/kl,9786,Maret,2020
Susu Bubuk Merk Bendera (Instant),400 gr/dos,38905,Maret,2020
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37688,Maret,2020
JAGUNG PIPILAN KERING,kg,6797,Maret,2020
Garam Beryodium Bata,Buah,1536,Maret,2020
Daging Ayam Kampung,kg,64206,November,2022
Tepung terigu Segitiga Biru,kg,8204,Maret,2020
KACANG Kedelai Eks Impor,kg,8595,Maret,2020
Kacang Kedelai Lokal,kg,8689,Maret,2020
Indomie Rasa Kari Ayam,Bungkus,2399,Maret,2020
Cabe Keriting,kg,34655,Maret,2020
Cabe Biasa,kg,34787,Maret,2020
Cabe Rawit,kg,34855,Maret,2020
Bawang Merah,kg,28719,Maret,2020
Bawang Putih,kg,37519,Maret,2020
IKAN ASIN TERI,kg,65445,Maret,2020
KACANG HIJAU,kg,19613,Maret,2020
KACANG TANAH,kg,24212,Maret,2020
KETELA POHON,kg,4417,Maret,2020
KOL/KUBIS,kg,6730,Maret,2020
KENTANG,kg,12829,Maret,2020
TOMAT,kg,8887,Maret,2020
WORTEL,kg,11679,Maret,2020
Buncis,kg,10504,Maret,2020
Daging Ayam Kampung,kg,64163,Desember,2022
Ikan Kembung,kg,28593,Maret,2020
Ikan Tuna,kg,34725,Maret,2020
ikan Tongkol,kg,27526,Maret,2020
ikan cakalang,kg,28718,Maret,2020
Beras Bengawan,kg,11450,April,2020
Beras Mentik,kg,11080,April,2020
Beras IR 64,kg,9875,April,2020
Gula Pasir Dalam Negri,kg,17872,April,2020
Daging Ayam Kampung,kg,64188,Januari,2023
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,25422,April,2020
Tanpa Merk / Minyak Curah,kg,11640,April,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13355,April,2020
Daging Sapi Murni,kg,108545,April,2020
Daging Ayam Kampung,kg,63656,Februari,2023
Daging Ayam Kampung,kg,64168,Maret,2023
Telur Ayam Ras / Petelur,kg,22597,April,2020
Daging Ayam Kampung,kg,65764,April,2023
Susu Kental Manis Merk Bendera,397 gr/kl,10073,April,2020
Susu Kental Manis Merk Indomilk,390 gr/kl,9832,April,2020
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39064,April,2020
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37727,April,2020
JAGUNG PIPILAN KERING,kg,6688,April,2020
Garam Beryodium Bata,Buah,1536,April,2020
Daging Ayam Kampung,kg,65790,Mei,2023
Tepung terigu Segitiga Biru,kg,8182,April,2020
KACANG Kedelai Eks Impor,kg,8838,April,2020
Kacang Kedelai Lokal,kg,8906,April,2020
Indomie Rasa Kari Ayam,Bungkus,2416,April,2020
Cabe Keriting,kg,23266,April,2020
Cabe Biasa,kg,21652,April,2020
Cabe Rawit,kg,32712,April,2020
Bawang Merah,kg,36231,April,2020
Bawang Putih,kg,32588,April,2020
IKAN ASIN TERI,kg,65919,April,2020
KACANG HIJAU,kg,20764,April,2020
KACANG TANAH,kg,25536,April,2020
KETELA POHON,kg,4495,April,2020
KOL/KUBIS,kg,7432,April,2020
KENTANG,kg,12119,April,2020
TOMAT,kg,10526,April,2020
WORTEL,kg,11135,April,2020
Buncis,kg,10718,April,2020
Daging Ayam Kampung,kg,66460,Juni,2023
Ikan Kembung,kg,28329,April,2020
Ikan Tuna,kg,34609,April,2020
ikan Tongkol,kg,27263,April,2020
ikan cakalang,kg,28726,April,2020
Beras Bengawan,kg,11427,Mei,2020
Beras Mentik,kg,11045,Mei,2020
Beras IR 64,kg,9815,Mei,2020
Gula Pasir Dalam Negri,kg,15911,Mei,2020
Daging Ayam Kampung,kg,66278,Juli,2023
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,25361,Mei,2020
Tanpa Merk / Minyak Curah,kg,11423,Mei,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13343,Mei,2020
Daging Sapi Murni,kg,109768,Mei,2020
Daging Ayam Kampung,kg,65517,Agustus,2023
Daging Ayam Kampung,kg,65231,September,2023
Telur Ayam Ras / Petelur,kg,19790,Mei,2020
Daging Ayam Kampung,kg,65174,Oktober,2023
Susu Kental Manis Merk Bendera,397 gr/kl,10078,Mei,2020
Susu Kental Manis Merk Indomilk,390 gr/kl,9849,Mei,2020
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39132,Mei,2020
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37795,Mei,2020
JAGUNG PIPILAN KERING,kg,6529,Mei,2020
Garam Beryodium Bata,Buah,1534,Mei,2020
Daging Ayam Kampung,kg,65070,November,2023
Tepung terigu Segitiga Biru,kg,8253,Mei,2020
KACANG Kedelai Eks Impor,kg,8829,Mei,2020
Kacang Kedelai Lokal,kg,9123,Mei,2020
Indomie Rasa Kari Ayam,Bungkus,2420,Mei,2020
Cabe Keriting,kg,18724,Mei,2020
Cabe Biasa,kg,18449,Mei,2020
Cabe Rawit,kg,17837,Mei,2020
Bawang Merah,kg,44501,Mei,2020
Bawang Putih,kg,23323,Mei,2020
IKAN ASIN TERI,kg,65950,Mei,2020
KACANG HIJAU,kg,21354,Mei,2020
KACANG TANAH,kg,25823,Mei,2020
KETELA POHON,kg,4514,Mei,2020
KOL/KUBIS,kg,7552,Mei,2020
KENTANG,kg,12112,Mei,2020
TOMAT,kg,9594,Mei,2020
WORTEL,kg,10982,Mei,2020
Buncis,kg,9281,Mei,2020
Daging Ayam Kampung,kg,65177,Desember,2023
Ikan Kembung,kg,28323,Mei,2020
Ikan Tuna,kg,34742,Mei,2020
ikan Tongkol,kg,27130,Mei,2020
ikan cakalang,kg,28534,Mei,2020
Beras Bengawan,kg,11400,Juni,2020
Beras Mentik,kg,11053,Juni,2020
Beras IR 64,kg,9750,Juni,2020
Gula Pasir Dalam Negri / kg,kg,13769,Juni,2020
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,11575,Juni,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,25229,Juni,2020
Minyak Goreng Curah / kg (liter),kg,11161,Juni,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13350,Juni,2020
Daging Sapi Murni / kg,kg,108923,Juni,2020
Daging Ayam Kampung,kg,65193,Januari,2024
Daging Ayam Kampung,kg,65500,Februari,2024
Telur Ayam Ras (Petelur) / kg,kg,22593,Juni,2020
Daging Ayam Kampung,kg,66658,Maret,2024
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,10082,Juni,2020
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,9882,Juni,2020
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39104,Juni,2020
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,37790,Juni,2020
Jagung Pipilan Kering / kg,kg,6478,Juni,2020
Garam Beryodium Bata / buah,Buah,1675,Juni,2020
Daging Ayam Kampung,kg,67765,April,2024
Tepung Terigu / kg,kg,8265,Juni,2020
Kacang Kedelai Eks Impor / kg,kg,8858,Juni,2020
Kacang Kedelai Lokal,kg,9115,Juni,2020
Indomie Rasa Kari Ayam / bungkus,Bungkus,2419,Juni,2020
Cabe Merah Besar Keriting / kg,kg,16733,Juni,2020
Cabe Merah Besar,kg,16746,Juni,2020
Cabe Rawit / kg,kg,15009,Juni,2020
Bawang Merah,kg,41299,Juni,2020
Bawang Putih,kg,16617,Juni,2020
Ikan Asin Teri / kg,kg,65351,Juni,2020
Kacang Hijau / kg,kg,21261,Juni,2020
Kacang Tanah / kg,kg,25698,Juni,2020
Ketela Pohon / kg,kg,4475,Juni,2020
Kol/kubis (/kg),kg,6726,Juni,2020
Kentang / kg,kg,12771,Juni,2020
Tomat / kg,kg,7701,Juni,2020
Wortel / kg,kg,10544,Juni,2020
Buncis,kg,8351,Juni,2020
Daging Ayam Kampung,kg,67119,Mei,2024
Ikan Kembung / kg,kg,28296,Juni,2020
ikan Tuna / kg,kg,34900,Juni,2020
Ikan Tongkol / kg,kg,27386,Juni,2020
Ikan Cakalang / kg,kg,28821,Juni,2020
Beras Bengawan,kg,11363,Juli,2020
Beras Mentik,kg,11032,Juli,2020
Beras IR 64,kg,9675,Juli,2020
Gula Pasir Dalam Negri / kg,kg,12259,Juli,2020
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,11543,Juli,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,25262,Juli,2020
Minyak Goreng Curah / kg (liter),kg,11124,Juli,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13301,Juli,2020
Daging Sapi Murni / kg,kg,108813,Juli,2020
Garam Beryodium Halus,kg,8140,Januari,2018
Garam Beryodium Halus,kg,8203,Februari,2018
Telur Ayam Ras (Petelur) / kg,kg,23848,Juli,2020
Garam Beryodium Halus,kg,8231,Maret,2018
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,10103,Juli,2020
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,9891,Juli,2020
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39220,Juli,2020
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,37830,Juli,2020
Jagung Pipilan Kering / kg,kg,6456,Juli,2020
Garam Beryodium Bata / buah,Buah,1681,Juli,2020
Garam Beryodium Halus,kg,8186,April,2018
Tepung Terigu / kg,kg,8201,Juli,2020
Kacang Kedelai Eks Impor / kg,kg,8856,Juli,2020
Kacang Kedelai Lokal,kg,9082,Juli,2020
Indomie Rasa Kari Ayam / bungkus,Bungkus,2421,Juli,2020
Cabe Merah Besar Keriting / kg,kg,18536,Juli,2020
Cabe Merah Besar,kg,19264,Juli,2020
Cabe Rawit / kg,kg,19250,Juli,2020
Bawang Merah,kg,29211,Juli,2020
Bawang Putih,kg,14158,Juli,2020
Ikan Asin Teri / kg,kg,65564,Juli,2020
Kacang Hijau / kg,kg,21079,Juli,2020
Kacang Tanah / kg,kg,25468,Juli,2020
Ketela Pohon / kg,kg,4481,Juli,2020
Kol/kubis (/kg),kg,5954,Juli,2020
Kentang / kg,kg,12402,Juli,2020
Tomat / kg,kg,7803,Juli,2020
Wortel / kg,kg,9909,Juli,2020
Buncis,kg,8053,Juli,2020
Garam Beryodium Halus,kg,8161,Mei,2018
Ikan Kembung / kg,kg,28139,Juli,2020
ikan Tuna / kg,kg,34893,Juli,2020
Ikan Tongkol / kg,kg,27632,Juli,2020
Ikan Cakalang / kg,kg,28949,Juli,2020
Beras Bengawan,kg,11397,Agustus,2020
Beras Mentik,kg,11021,Agustus,2020
Beras IR 64,kg,9677,Agustus,2020
Gula Pasir Dalam Negri / kg,kg,12245,Agustus,2020
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,11579,Agustus,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,25273,Agustus,2020
Minyak Goreng Curah / kg (liter),kg,11419,Agustus,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13336,Agustus,2020
Daging Sapi Murni / kg,kg,108782,Agustus,2020
Garam Beryodium Halus,kg,8125,Juni,2018
Garam Beryodium Halus,kg,8181,Juli,2018
Telur Ayam Ras (Petelur) / kg,kg,23118,Agustus,2020
Garam Beryodium Halus,kg,8201,Agustus,2018
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,10088,Agustus,2020
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,9871,Agustus,2020
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39186,Agustus,2020
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,37848,Agustus,2020
Jagung Pipilan Kering / kg,kg,6451,Agustus,2020
Garam Beryodium Bata / buah,Buah,1678,Agustus,2020
Garam Beryodium Halus,kg,8139,September,2018
Tepung Terigu / kg,kg,8188,Agustus,2020
Kacang Kedelai Eks Impor / kg,kg,8889,Agustus,2020
Kacang Kedelai Lokal,kg,9019,Agustus,2020
Indomie Rasa Kari Ayam / bungkus,Bungkus,2424,Agustus,2020
Cabe Merah Besar Keriting / kg,kg,18686,Agustus,2020
Cabe Merah Besar,kg,19302,Agustus,2020
Cabe Rawit / kg,kg,17399,Agustus,2020
Bawang Merah,kg,23405,Agustus,2020
Bawang Putih,kg,16518,Agustus,2020
Ikan Asin Teri / kg,kg,65442,Agustus,2020
Kacang Hijau / kg,kg,21018,Agustus,2020
Kacang Tanah / kg,kg,25239,Agustus,2020
Ketela Pohon / kg,kg,4468,Agustus,2020
Kol/kubis (/kg),kg,5432,Agustus,2020
Kentang / kg,kg,12593,Agustus,2020
Tomat / kg,kg,5688,Agustus,2020
Wortel / kg,kg,9390,Agustus,2020
Buncis,kg,8053,Agustus,2020
Garam Beryodium Halus,kg,8085,Oktober,2018
Ikan Kembung / kg,kg,28197,Agustus,2020
ikan Tuna / kg,kg,35115,Agustus,2020
Ikan Tongkol / kg,kg,27836,Agustus,2020
Ikan Cakalang / kg,kg,28969,Agustus,2020
Beras Bengawan,kg,11383,September,2020
Beras Mentik,kg,11022,September,2020
Beras IR 64,kg,9700,September,2020
Gula Pasir Dalam Negri / kg,kg,12104,September,2020
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,11508,September,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,25344,September,2020
Minyak Goreng Curah / kg (liter),kg,11836,September,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13349,September,2020
Daging Sapi Murni / kg,kg,108650,September,2020
Garam Beryodium Halus,kg,8019,November,2018
Garam Beryodium Halus,kg,8012,Desember,2018
Telur Ayam Ras (Petelur) / kg,kg,20988,September,2020
Garam Beryodium Halus,kg,7951,Januari,2019
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,10094,September,2020
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,9909,September,2020
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39173,September,2020
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,37876,September,2020
Jagung Pipilan Kering / kg,kg,6416,September,2020
Garam Beryodium Bata / buah,Buah,1676,September,2020
Garam Beryodium Halus,kg,7949,Februari,2019
Tepung Terigu / kg,kg,8205,September,2020
Kacang Kedelai Eks Impor / kg,kg,8853,September,2020
Kacang Kedelai Lokal,kg,8997,September,2020
Indomie Rasa Kari Ayam / bungkus,Bungkus,2421,September,2020
Cabe Merah Besar Keriting / kg,kg,19046,September,2020
Cabe Merah Besar,kg,21766,September,2020
Cabe Rawit / kg,kg,15367,September,2020
Bawang Merah,kg,23488,September,2020
Bawang Putih,kg,20120,September,2020
Ikan Asin Teri / kg,kg,65468,September,2020
Kacang Hijau / kg,kg,20728,September,2020
Kacang Tanah / kg,kg,25014,September,2020
Ketela Pohon / kg,kg,4438,September,2020
Kol/kubis (/kg),kg,4857,September,2020
Kentang / kg,kg,12543,September,2020
Tomat / kg,kg,4547,September,2020
Wortel / kg,kg,8484,September,2020
Buncis,kg,7968,September,2020
Garam Beryodium Halus,kg,7924,Maret,2019
Ikan Kembung / kg,kg,28219,September,2020
ikan Tuna / kg,kg,35231,September,2020
Ikan Tongkol / kg,kg,27804,September,2020
Ikan Cakalang / kg,kg,28778,September,2020
Beras Bengawan,kg,11362,Oktober,2020
Beras Mentik,kg,10995,Oktober,2020
Beras IR 64,kg,9698,Oktober,2020
Gula Pasir Dalam Negri / kg,kg,12090,Oktober,2020
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,11456,Oktober,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,25542,Oktober,2020
Minyak Goreng Curah / kg (liter),kg,12274,Oktober,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13521,Oktober,2020
Daging Sapi Murni / kg,kg,108462,Oktober,2020
Garam Beryodium Halus,kg,7892,April,2019
Garam Beryodium Halus,kg,7953,Mei,2019
Telur Ayam Ras (Petelur) / kg,kg,20701,Oktober,2020
Garam Beryodium Halus,kg,7976,Juni,2019
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,10072,Oktober,2020
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,9907,Oktober,2020
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39220,Oktober,2020
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,37903,Oktober,2020
Jagung Pipilan Kering / kg,kg,6362,Oktober,2020
Garam Beryodium Bata / buah,Buah,1691,Oktober,2020
Garam Beryodium Halus,kg,8049,Juli,2019
Tepung Terigu / kg,kg,8206,Oktober,2020
Kacang Kedelai Eks Impor / kg,kg,8930,Oktober,2020
Kacang Kedelai Lokal,kg,8955,Oktober,2020
Indomie Rasa Kari Ayam / bungkus,Bungkus,2425,Oktober,2020
Cabe Merah Besar Keriting / kg,kg,29211,Oktober,2020
Cabe Merah Besar,kg,29932,Oktober,2020
Cabe Rawit / kg,kg,16187,Oktober,2020
Bawang Merah,kg,27925,Oktober,2020
Bawang Putih,kg,20185,Oktober,2020
Ikan Asin Teri / kg,kg,65446,Oktober,2020
Kacang Hijau / kg,kg,20478,Oktober,2020
Kacang Tanah / kg,kg,24942,Oktober,2020
Ketela Pohon / kg,kg,4398,Oktober,2020
Kol/kubis (/kg),kg,4739,Oktober,2020
Kentang / kg,kg,12385,Oktober,2020
Tomat / kg,kg,4420,Oktober,2020
Wortel / kg,kg,8217,Oktober,2020
Buncis,kg,8884,Oktober,2020
Garam Beryodium Halus,kg,8071,Agustus,2019
Ikan Kembung / kg,kg,28079,Oktober,2020
ikan Tuna / kg,kg,34887,Oktober,2020
Ikan Tongkol / kg,kg,27588,Oktober,2020
Ikan Cakalang / kg,kg,28399,Oktober,2020
Beras Bengawan,kg,11341,November,2020
Beras Mentik,kg,11012,November,2020
Beras IR 64,kg,9684,November,2020
Gula Pasir Dalam Negri / kg,kg,12217,November,2020
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,11527,November,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,25724,November,2020
Minyak Goreng Curah / kg (liter),kg,12610,November,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13667,November,2020
Daging Sapi Murni / kg,kg,108419,November,2020
Garam Beryodium Halus,kg,8040,September,2019
Garam Beryodium Halus,kg,8107,Oktober,2019
Telur Ayam Ras (Petelur) / kg,kg,22913,November,2020
Garam Beryodium Halus,kg,8070,November,2019
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,10094,November,2020
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,9890,November,2020
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39239,November,2020
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,37881,November,2020
Jagung Pipilan Kering / kg,kg,6360,November,2020
Garam Beryodium Bata / buah,Buah,1693,November,2020
Garam Beryodium Halus,kg,8133,Desember,2019
Tepung Terigu / kg,kg,8208,November,2020
Kacang Kedelai Eks Impor / kg,kg,8930,November,2020
Kacang Kedelai Lokal,kg,8986,November,2020
Indomie Rasa Kari Ayam / bungkus,Bungkus,2430,November,2020
Cabe Merah Besar Keriting / kg,kg,31223,November,2020
Cabe Merah Besar,kg,31039,November,2020
Cabe Rawit / kg,kg,25552,November,2020
Bawang Merah,kg,31917,November,2020
Bawang Putih,kg,21789,November,2020
Ikan Asin Teri / kg,kg,65528,November,2020
Kacang Hijau / kg,kg,20361,November,2020
Kacang Tanah / kg,kg,24778,November,2020
Ketela Pohon / kg,kg,4425,November,2020
Kol/kubis (/kg),kg,6760,November,2020
Kentang / kg,kg,12249,November,2020
Tomat / kg,kg,7332,November,2020
Wortel / kg,kg,8592,November,2020
Buncis,kg,9358,November,2020
